message , duration
PSTART 12-11-2020 22:52:22 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:22 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:22 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:22 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:22 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:22 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:22 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:22 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:22 T00 12-11 22:17 +24 C PSTOP , 14
PSTART 12-11-2020 22:52:22 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:22 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:22 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:22 T00 12-11 22:17 +24 C PSTOP , 17
PSTART 12-11-2020 22:52:22 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:22 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:22 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:22 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:22 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:22 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:22 T00 12-11 22:17 +24 C PSTOP , 14
PSTART 12-11-2020 22:52:22 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:22 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:22 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:22 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:22 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:22 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:22 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:22 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:22 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:22 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:22 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:22 T00 12-11 22:17 +24 C PSTOP , 14
PSTART 12-11-2020 22:52:22 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:22 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:22 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:22 T00 12-11 22:17 +24 C PSTOP , 14
PSTART 12-11-2020 22:52:22 T00 12-11 22:17 +24 C PSTOP , 17
PSTART 12-11-2020 22:52:22 T00 12-11 22:17 +24 C PSTOP , 14
PSTART 12-11-2020 22:52:22 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:22 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:22 T00 12-11 22:17 +24 C PSTOP , 14
PSTART 12-11-2020 22:52:22 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:22 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:22 T00 12-11 22:17 +24 C PSTOP , 14
PSTART 12-11-2020 22:52:22 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:22 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:22 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:22 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:22 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:22 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:22 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:22 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:23 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:23 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:23 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:23 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:23 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:23 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:23 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:23 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:23 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:23 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:23 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:23 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:23 T00 12-11 22:17 +24 C PSTOP , 14
PSTART 12-11-2020 22:52:23 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:23 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:23 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:23 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:23 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:23 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:23 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:23 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:23 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:23 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:23 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:23 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:23 T00 12-11 22:17 +24 C PSTOP , 14
PSTART 12-11-2020 22:52:23 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:23 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:23 T00 12-11 22:17 +24 C PSTOP , 17
PSTART 12-11-2020 22:52:23 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:23 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:23 T00 12-11 22:17 +24 C PSTOP , 14
PSTART 12-11-2020 22:52:23 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:23 T00 12-11 22:17 +24 C PSTOP , 14
PSTART 12-11-2020 22:52:23 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:23 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:23 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:23 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:23 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:23 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:23 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:23 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:23 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:23 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:23 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:23 T00 12-11 22:17 +24 C PSTOP , 24
PSTART 12-11-2020 22:52:23 T00 12-11 22:17 +24 C PSTOP , 18
PSTART 12-11-2020 22:52:23 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:23 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:23 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:23 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:23 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:23 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:23 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:23 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:23 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:23 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:23 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:23 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:23 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:23 T00 12-11 22:17 +24 C PSTOP , 18
PSTART 12-11-2020 22:52:23 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:23 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:23 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:24 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:24 T00 12-11 22:17 +24 C PSTOP , 14
PSTART 12-11-2020 22:52:24 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:24 T00 12-11 22:17 +24 C PSTOP , 14
PSTART 12-11-2020 22:52:24 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:24 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:24 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:24 T00 12-11 22:17 +24 C PSTOP , 14
PSTART 12-11-2020 22:52:24 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:24 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:24 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:24 T00 12-11 22:17 +24 C PSTOP , 18
PSTART 12-11-2020 22:52:24 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:24 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:24 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:24 T00 12-11 22:17 +24 C PSTOP , 19
PSTART 12-11-2020 22:52:24 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:24 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:24 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:24 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:24 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:24 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:24 T00 12-11 22:17 +24 C PSTOP , 17
PSTART 12-11-2020 22:52:24 T00 12-11 22:17 +24 C PSTOP , 17
PSTART 12-11-2020 22:52:24 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:24 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:24 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:24 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:24 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:24 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:24 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:24 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:24 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:24 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:24 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:24 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:24 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:24 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:24 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:24 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:24 T00 12-11 22:17 +24 C PSTOP , 18
PSTART 12-11-2020 22:52:24 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:24 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:24 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:24 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:24 T00 12-11 22:17 +24 C PSTOP , 14
PSTART 12-11-2020 22:52:24 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:24 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:24 T00 12-11 22:17 +24 C PSTOP , 17
PSTART 12-11-2020 22:52:24 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:24 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:24 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:24 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:24 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:24 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:24 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:24 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:24 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:24 T00 12-11 22:17 +24 C PSTOP , 17
PSTART 12-11-2020 22:52:24 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:24 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:24 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:24 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:24 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:25 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:25 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:25 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:25 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:25 T00 12-11 22:17 +24 C PSTOP , 14
PSTART 12-11-2020 22:52:25 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:25 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:25 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:25 T00 12-11 22:17 +24 C PSTOP , 14
PSTART 12-11-2020 22:52:25 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:25 T00 12-11 22:17 +24 C PSTOP , 18
PSTART 12-11-2020 22:52:25 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:25 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:25 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:25 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:25 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:25 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:25 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:25 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:25 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:25 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:25 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:25 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:25 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:25 T00 12-11 22:17 +24 C PSTOP , 17
PSTART 12-11-2020 22:52:25 T00 12-11 22:17 +24 C PSTOP , 14
PSTART 12-11-2020 22:52:25 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:25 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:25 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:25 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:25 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:25 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:25 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:25 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:25 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:25 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:25 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:25 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:25 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:25 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:25 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:25 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:25 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:25 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:25 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:25 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:25 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:25 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:25 T00 12-11 22:17 +24 C PSTOP , 14
PSTART 12-11-2020 22:52:25 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:25 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:25 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:25 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:25 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:25 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:25 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:25 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:25 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:25 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:25 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:25 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:25 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:25 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:25 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:25 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:26 T00 12-11 22:17 +24 C PSTOP , 17
PSTART 12-11-2020 22:52:26 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:26 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:26 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:26 T00 12-11 22:17 +24 C PSTOP , 17
PSTART 12-11-2020 22:52:26 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:26 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:26 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:26 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:26 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:26 T00 12-11 22:17 +24 C PSTOP , 14
PSTART 12-11-2020 22:52:26 T00 12-11 22:17 +24 C PSTOP , 18
PSTART 12-11-2020 22:52:26 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:26 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:26 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:26 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:26 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:26 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:26 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:26 T00 12-11 22:17 +24 C PSTOP , 14
PSTART 12-11-2020 22:52:26 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:26 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:26 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:26 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:26 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:26 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:26 T00 12-11 22:17 +24 C PSTOP , 14
PSTART 12-11-2020 22:52:26 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:26 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:26 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:26 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:26 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:26 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:26 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:26 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:26 T00 12-11 22:17 +24 C PSTOP , 14
PSTART 12-11-2020 22:52:26 T00 12-11 22:17 +24 C PSTOP , 14
PSTART 12-11-2020 22:52:26 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:26 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:26 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:26 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:26 T00 12-11 22:17 +24 C PSTOP , 17
PSTART 12-11-2020 22:52:26 T00 12-11 22:17 +24 C PSTOP , 14
PSTART 12-11-2020 22:52:26 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:26 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:26 T00 12-11 22:17 +24 C PSTOP , 14
PSTART 12-11-2020 22:52:26 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:26 T00 12-11 22:17 +24 C PSTOP , 20
PSTART 12-11-2020 22:52:26 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:26 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:26 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:26 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:26 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:26 T00 12-11 22:17 +24 C PSTOP , 14
PSTART 12-11-2020 22:52:26 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:26 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:26 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:26 T00 12-11 22:17 +24 C PSTOP , 14
PSTART 12-11-2020 22:52:26 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:26 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:26 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:26 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:26 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:26 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:26 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:27 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:27 T00 12-11 22:17 +24 C PSTOP , 14
PSTART 12-11-2020 22:52:27 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:27 T00 12-11 22:17 +24 C PSTOP , 18
PSTART 12-11-2020 22:52:27 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:27 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:27 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:27 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:27 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:27 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:27 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:27 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:27 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:27 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:27 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:27 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:27 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:27 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:27 T00 12-11 22:17 +24 C PSTOP , 17
PSTART 12-11-2020 22:52:27 T00 12-11 22:17 +24 C PSTOP , 14
PSTART 12-11-2020 22:52:27 T00 12-11 22:17 +24 C PSTOP , 16
PSTART 12-11-2020 22:52:27 T00 12-11 22:17 +24 C PSTOP , 15
PSTART 12-11-2020 22:52:27 T00 12-11 22:17 +24 C PSTOP , 16
